Marca,Modelo,Operador,Tipo de red,Intensidad,Tasa de bajada,Tasa de subida,Tasa de perdida, RTTAvg, RTTmin,RTTmax, Jitter
   Samsung,       Ace,AME,   CDMA,-60,1191.54,424.33,8.181824,233,12,276,282
        Lg, Intuition,AME,       ,0,0,0,0,0,0,0,0
        Lg,   GPro L9,IUS,   EDGE,-127,61.33,40.25,38.18182,1332,750,1400,6
   Samsung,      Note,AME,    LTE,-55,10402.48,7898.52,42.165966,145,82,155,7
      Otro,Lumia Icon,MOV,   GPRS,-110,43.28,30.64,7.453124,1055,12,1400,1036
     Apple,6,IUS,   GPRS,-101,51.86,37.17,17.393101,982,12,1399,1039
    Lenovo,      S820,AME,   HSPA,-93,2438.47,1498.65,38.18182,182,7,244,250
    Lenovo,      S820,AME,   HSPA,-90,2574.22,1584.84,38.18182,230,132,246,3
        Lg,        G3,MOV,   GPRS,-114,35.58,27.37,38.18182,1110,11,1400,1038
   Samsung,        S3,AME,   GPRS,-57,76.25,60.27,6.724328,1257,14,1400,1033
   Samsung,       Ace,AME,  EV-DO,-130,285.3,101.47,35.511471,179,6,275,288
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
     Apple,        5S,MOV,   GPRS,-70,79,58.52,38.353119,1248,650,1399,1043
      Otro,        N9,MOV,   EDGE,-119,85.41,56.6,37.120636,1045,9,1400,1040
  Motorola,      Defy,MOV,   UMTS,-132,251.28,89.83,16.432726,208,5,276,289
      Sony,        Z1,AME,   UMTS,-106,679.94,243.67,35.820629,235,9,277,284
   Samsung,       Ace,IUS,   CDMA,-92,911.09,324.07,37.628162,233,9,275,284
  Motorola,      Defy,AME,   HSPA,-139,369.79,227.81,38.18182,229,128,245,5
        Lg,   GPro L9,AME,   GPRS,-73,81.27,59.87,31.656086,1129,10,1400,1040
   Samsung,       Ace,AME,   GPRS,-93,59.29,46.27,38.18182,1194,8,1401,1043
  Motorola,Lumia Icon,NXT,   EDGE,-76,213.18,144.36,19.006975,1194,10,1401,1038
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
  Motorola,     XT919,AME,   CDMA,-109,629.31,225.26,0.314898,234,11,276,286
      Sony,        Z1,AME,   EDGE,-100,143.63,95.2,26.11087,1194,8,1400,1039
   Samsung,      Note,IUS,   HSPA,-121,1179.42,726.14,42.43182,205,11,242,246
   Samsung,      Note,AME,   EDGE,-56,213.19,146.34,0,1257,9,1400,1038
     Apple,4,NXT,   iDen,-69,33.05,8.88,29.782791,1243,7,1774,1325
    Huawei,      Y530,IUS,   CDMA,-87,995.47,355.28,36.253242,233,8,278,284
      Sony,        Z3,MOV,   GPRS,-90,54.73,49.56,7.562853,1257,10,1399,1039
      Sony,        T3,MOV,   GPRS,-69,80.07,60.57,0,1194,13,1400,1036
      Otro,Lumia Icon,AME,    LTE,-62,10399.32,7898.17,32.80872,109,6,155,157
  Motorola,  Droid HD,AME,  HSPA+,-54,5251.89,3748.17,11.722485,148,9,187,183
     Apple,6,AME,   UMTS,-60,1190.8,426.06,25.534389,223,13,275,278
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
        Lg,     Lucid,AME,   EDGE,-132,44.81,31.16,38.18182,1183,9,1398,1039
   Samsung,       Ace,AME,  HSPA+,-132,1106.11,790.44,8.326751,163,90,182,181
        Lg,     Lucid,AME,    LTE,-70,10404.21,7901.97,17.019398,138,10,154,158
      Otro, Brigadier,AME,   HSPA,-105,1899.97,1171.39,24.393166,218,6,244,253
  Motorola,  Droid HD,AME,   GPRS,-70,80.1,58.27,8.725535,1267,748,1400,4
      Sony,        Z3,AME,   EDGE,-82,167.38,130.63,39.447094,1332,752,1401,6
  Motorola,  Droid HD,AME,   CDMA,-126,350.83,124.43,33.788979,249,150,277,9
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   UMTS,-97,829.06,294.61,23.613626,235,10,276,283
   Samsung,       Ace,AME,  EV-DO,-74,1192.27,425.21,0,248,147,276,8
  Motorola,    Moto M,AME,   CDMA,-108,647.19,228.81,12.966985,220,5,277,289
   Samsung,        S3,AME,   HSPA,-83,2890.76,1779.96,4.343305,168,8,244,252
      Otro,Lumia Icon,AME,  HSPA+,-105,3068.55,2191.33,1.320557,173,90,185,182
  Motorola,      Defy,AME,   UMTS,-125,366.24,130.4,38.18182,220,9,275,283
  Motorola,  Droid HD,AME,   CDMA,-64,1188.25,425.55,23.541483,273,269,276,9
        Lg, Intuition,AME,   EDGE,-105,127.48,83.57,20.311192,1184,7,1399,1040
   Samsung,        S3,AME,   EDGE,-105,126.47,81.82,0.720022,1259,14,1400,1038
  Motorola,     XT919,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,  EV-DO,-91,928.54,331.99,29.89621,206,5,276,289
      Otro,        N9,IUS,   HSPA,-115,1450.05,893.65,2.993745,206,7,243,253
     Apple,        5S,AME,   UMTS,-110,615.31,219.75,15.443894,194,8,276,284
        Lg,   GPro L9,MOV,   EDGE,-138,27.72,18.56,38.18182,1259,13,1401,1038
      Otro,        N9,IUS,   CDMA,-101,764.51,270.56,2.437971,235,14,278,279
   Samsung,       Ace,AME,   UMTS,-133,235.07,83.82,38.18182,235,9,275,284
      Sony,        Z1,MOV,   GPRS,-53,83.5,61.3,27.996523,1099,652,1399,1041
   Samsung,        S4,AME,   CDMA,-93,894.27,321.03,33.823387,260,133,276,280
  Motorola,        N9,NXT,   iDen,-110,19.67,4.85,0.543234,1527,950,1776,2
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
      Otro,Lumia Icon,AME,   UMTS,-132,250.8,90.04,35.087307,222,5,276,291
   Samsung,       Ace,AME,   UMTS,-127,334.44,119.14,29.146534,247,10,277,284
      Sony,        Z1,AME,   EDGE,-93,164.89,106.94,12.554809,1321,654,1398,1037
  Motorola,      Defy,MOV,   EDGE,-122,76.28,50.52,32.327179,1064,8,1399,1040
   Samsung,        S4,MOV,   EDGE,-109,115.21,78.33,14.639545,1194,8,1400,1042
   Samsung,        S4,AME,   EDGE,-138,27.6,18.5,13.13175,1193,9,1400,1038
  Motorola,    Moto M,AME,   HSPA,-127,909.49,558.9,38.18182,230,134,244,3
  Motorola,    Moto M,AME,   CDMA,-80,1107.38,394.93,33.69812,273,269,276,6
   Samsung,        S3,AME,   HSPA,-84,2843.96,1752.61,29.753567,159,8,242,254
      Otro,     OneM8,AME,       ,0,0,0,0,0,0,0,0
  Motorola,     XT919,AME,   EDGE,-106,125.15,82.27,21.20718,1056,8,1400,1040
   Samsung,        S3,AME,   CDMA,-60,1188.55,426.8,3.011491,273,270,276,6
     Apple,        5S,MOV,   GPRS,-83,72.65,53.35,39.507542,1332,748,1400,5
     Apple,4,AME,   HSPA,-78,3114.96,1918.56,27.514774,208,133,243,2
      Sony,        SP,AME,   GPRS,-72,75.36,59.65,38.18182,1026,650,1400,1041
   Samsung,        S3,AME,   GPRS,-92,64.02,47.85,38.18182,1193,11,1399,1039
  Motorola,     OneM8,NXT,   iDen,-72,39.09,15.48,10.949227,1327,11,1777,1322
   Samsung,        S4,AME,   GPRS,-94,56.95,43.22,3.521221,1257,6,1399,1042
   Samsung,       Ace,AME,   HSPA,-67,3252.25,1998.49,0,209,131,245,5
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
      Otro, Brigadier,MOV,   GPRS,-99,51.05,39.93,37.96384,1174,650,1400,1043
   Samsung,       Ace,AME,   CDMA,-76,1176.51,424.01,27.493361,219,6,275,287
   Samsung,       Ace,AME,   UMTS,-107,663.63,235.65,9.783125,245,132,277,281
     Apple,        5C,MOV,   GPRS,-59,83.24,61.9,13.270751,1258,9,1400,1037
     Apple,        5S,MOV,   GPRS,-81,73.52,55.65,12.539997,1193,8,1400,1042
      Sony,        T3,MOV,   HSPA,-92,2485.64,1529.13,20.189432,195,10,243,250
  Motorola,  Droid HD,AME,   GPRS,-87,66.74,50.71,38.18182,1323,657,1401,1036
   Samsung,        S3,AME,   UMTS,-80,1104.76,393.65,23.256163,249,147,276,4
  Motorola,     OneM8,NXT,  EV-DO,-111,600,212.81,25.404896,233,5,275,288
      Otro,     OneM8,MOV,       ,0,0,0,0,0,0,0,0
      Otro,Lumia Icon,AME,   HSPA,-99,2171.24,1335.02,19.267683,158,5,244,254
  Motorola,    Moto M,AME,   GPRS,-69,76.55,57.04,0,1111,11,1400,1042
      Sony,        T3,IUS,   EDGE,-62,217,145.04,42.827564,1203,748,1401,7
      Sony,        Z1,MOV,   HSPA,-63,3251.46,2000.64,0,242,238,246,9
        Lg, Intuition,MOV,   HSPA,-91,2529.26,1557.5,32.990376,182,7,244,254
    Lenovo,      S820,AME,   GPRS,-63,80.23,61.49,19.670237,1258,14,1399,1036
     Apple,4,NXT,   iDen,-68,36.01,14.17,5.665706,1585,827,1775,1322
    Lenovo,      S820,AME,   HSPA,-77,3158.41,1944.69,38.798119,207,13,244,245
      Otro,Lumia Icon,MOV,   GPRS,-67,79.93,56.07,10.908287,1054,6,1401,1042
     Apple,6,AME,   UMTS,-114,547.43,194.39,0.934978,247,10,276,285
  Motorola,     XT919,AME,   GPRS,-84,70.92,54.13,2.172597,1120,10,1401,1043
  Motorola,    Moto M,AME,   UMTS,-131,267.2,95.2,33.525993,223,10,276,281
      Otro,        N9,MOV,   EDGE,-101,140.58,92.71,23.421902,981,10,1399,1036
        Lg,        G3,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   GPRS,-86,68,54.99,19.915108,1130,8,1403,1041
    Lenovo,     VibeX,AME,   UMTS,-103,728.48,260.96,17.065334,248,12,276,279
   Samsung,        S3,AME,   EDGE,-57,216.9,146.08,2.267958,1120,8,1401,1043
   Samsung,        S3,AME,   EDGE,-60,218.06,145.19,0,1322,656,1400,1036
    Huawei,       H3C,AME,   CDMA,-71,1193.09,421.09,31.219791,222,7,278,285
        Lg,     Lucid,MOV,   HSPA,-137,460.21,282.79,38.18182,228,114,244,255
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,AME,   EDGE,-56,215.17,146.34,3.464016,1259,12,1401,1040
   Samsung,        S3,AME,   UMTS,-51,1191.49,426.28,40.067219,183,6,276,290
  Motorola,     OneM8,NXT,   EDGE,-115,96.92,64.88,38.18182,1120,10,1400,1040
   Samsung,        S3,AME,   CDMA,-52,1192.29,422.27,25.414373,221,7,277,286
   Samsung,       Ace,AME,  EV-DO,-53,1194.74,424.16,21.54814,259,128,277,290
  Motorola, Brigadier,NXT,   iDen,-60,38.94,12.37,7.820547,1679,829,1776,1321
   Samsung,       Ace,AME,   HSPA,-135,549.51,338.14,12.854669,196,11,244,248
     Apple,        5C,MOV,  HSPA+,-116,2269.28,1620.78,38.18182,157,11,183,187
   Samsung,        S4,AME,   EDGE,-101,138.94,92.11,41.774326,1184,11,1399,1039
  Motorola,    Moto M,AME,   EDGE,-109,115.65,78.57,32.261589,1194,9,1400,1040
     Apple,        5S,AME,       ,0,0,0,0,0,0,0,0
    Huawei,       H3C,MOV,  EV-DO,-77,1158.8,412.1,17.144539,233,10,276,288
   Samsung,        S4,AME,   EDGE,-120,81.94,54.72,20.139156,1322,653,1398,1040
    Huawei,      G730,MOV,   HSPA,-97,2259.09,1389.85,43.185955,227,113,242,252
     Apple,6,IUS,   HSPA,-98,2215.82,1365.51,38.084942,207,8,245,253
      Sony,        Z3,AME,   HSPA,-78,2649.29,1917.3,7.843657,208,8,245,254
   Samsung,        S4,AME,   CDMA,-66,1187.76,426.55,43.626495,247,13,276,282
      Otro,     OneM8,AME,   EDGE,-53,216.88,147.42,35.935692,1183,10,1400,1044
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   EDGE,-75,218.87,146.98,0.612764,1322,654,1398,1038
   Samsung,        S4,AME,   CDMA,-125,367.64,131.12,22.5998,220,6,275,288
        Lg,        G3,AME,   CDMA,-139,135.97,48.77,41.322052,259,130,276,284
     Apple,        5C,MOV,   EDGE,-93,162.19,107.34,22.950071,1397,1394,1401,6
      Otro,     OneM8,AME,    LTE,-63,10396.89,7900.73,1.820922,131,75,156,154
   Samsung,       Ace,AME,   EDGE,-136,33.25,22.36,39.666325,1110,9,1401,1045
      Otro, Brigadier,MOV,  EV-DO,-64,1192.87,427.92,12.772567,234,5,276,289
  Motorola,      Defy,AME,   CDMA,-73,1193.26,425.72,38.18182,172,6,275,286
      Sony,        SP,MOV,   HSPA,-110,1675.44,1030.32,38.18182,182,9,243,248
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
  Motorola, Brigadier,NXT,   EDGE,-80,200.39,133.59,0.686688,1128,10,1398,1036
     Apple,        5C,NXT,   GPRS,-103,49.6,37.22,9.446648,1259,10,1402,1039
   Samsung,        S3,AME,   CDMA,-85,1026.24,367.15,6.138656,193,5,276,289
   Samsung,        S4,AME,   CDMA,-71,1192.33,423.18,12.951996,232,130,276,285
      Otro,     OneM8,MOV,   HSPA,-122,1134.5,699.6,15.334731,230,130,244,9
      Sony,        Z1,AME,   EDGE,-87,180.54,123.79,27.844543,991,8,1400,1044
      Otro, Brigadier,AME,   GPRS,-94,57.83,44.77,38.18182,1183,7,1401,1039
      Sony,        Z1,MOV,   HSPA,-110,1676.27,1030.15,21.009184,218,8,245,252
    Lenovo,     A369i,AME,   GPRS,-60,80.54,59.47,2.80005,1258,12,1400,1038
     Apple,4,MOV,       ,0,0,0,0,0,0,0,0
     Apple,6,IUS,   HSPA,-104,1944.94,1196.02,19.444798,205,9,243,253
        Lg,        G3,AME,   HSPA,-76,3206.49,1970.35,21.935966,217,117,245,245
        Lg, Intuition,MOV,   EDGE,-51,217.55,145.45,41.026215,1322,653,1400,1038
      Otro, Brigadier,IUS,   GPRS,-74,77.61,61.41,17.65259,1257,9,1400,1040
      Otro,Lumia Icon,AME,   HSPA,-67,3250.93,2000.06,28.659451,196,7,244,253
  Motorola,  Droid HD,AME,   UMTS,-90,942.16,336.49,37.727383,259,134,277,278
      Otro,        N9,MOV,   GPRS,-90,64.8,42.83,13.59047,1321,653,1400,1038
   Samsung,        S3,AME,   CDMA,-71,1193.25,429.36,0,249,148,276,4
  Motorola,    Moto M,AME,  EV-DO,-63,1190.58,425.25,27.695387,249,150,277,6
      Sony,        SP,AME,   UMTS,-60,1194.36,425.32,16.764482,198,11,276,279
        Lg, Intuition,IUS,   GPRS,-135,13.26,10.05,43.531528,1332,749,1400,7
     Apple,        5S,AME,    LTE,-53,10403.73,7902.16,0,145,75,155,152
      Sony,        Z1,MOV,   GPRS,-79,76.22,57.38,4.09379,1333,752,1401,7
     Apple,4,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   HSPA,-136,505.51,310.78,29.67613,180,5,243,254
   Samsung,        S4,AME,   HSPA,-58,3252.94,1999.16,43.952137,217,114,245,256
  Motorola,  Droid HD,AME,   GPRS,-102,48.03,36.53,36.780106,1100,653,1397,1038
      Otro,        N9,AME,   GPRS,-63,82.88,58.93,33.445923,1249,651,1401,1040
      Otro,Lumia Icon,AME,  EV-DO,-137,168.74,59.81,19.078592,232,6,277,288
     Apple,        5S,AME,       ,0,0,0,0,0,0,0,0
    Lenovo,      S820,AME,   GPRS,-60,79.12,61.66,21.603216,1184,8,1401,1042
   Samsung,        S4,AME,   UMTS,-69,1194.87,423.4,0,247,11,277,280
   Samsung,      Note,MOV,   EDGE,-65,218,145.15,25.007088,1268,748,1401,9
     Apple,        5C,AME,   GPRS,-98,55.92,42.14,0.278085,981,8,1399,1040
   Samsung,        S3,AME,  HSPA+,-77,5106.42,3647.52,40.043159,174,99,186,8
   Samsung,       Ace,AME,   CDMA,-114,548.22,193.21,15.9359,219,6,276,289
  Motorola,      Defy,AME,  EV-DO,-71,1190.68,424.96,8.071384,247,12,277,284
   Samsung,        S3,AME,   HSPA,-68,3253.15,1999.58,37.58633,193,11,244,251
     Apple,6,AME,  HSPA+,-115,2344.11,1673.06,15.833788,149,9,186,185
    Huawei,      G730,MOV,       ,0,0,0,0,0,0,0,0
      Otro, Brigadier,AME,   UMTS,-106,681.65,242.74,15.521932,248,15,277,278
      Otro,Lumia Icon,IUS,   CDMA,-130,285.26,101.04,22.575001,245,128,276,287
        Lg, Intuition,AME,   GPRS,-88,65.09,46.83,39.456985,1248,651,1399,1043
   Samsung,        S4,AME,   EDGE,-87,179.58,121.42,33.350159,1322,653,1398,1038
      Otro,Lumia Icon,MOV,   UMTS,-80,1110.6,391.52,33.093014,246,132,276,283
    Lenovo,     VibeX,AME,   GPRS,-68,80.05,56.36,0,1322,654,1399,1038
  Motorola,      Defy,AME,   GPRS,-81,73.86,55.47,9.669801,1248,652,1399,1038
      Sony,        T3,MOV,   EDGE,-102,135.35,90.83,5.088475,990,10,1400,1036
   Samsung,      Note,AME,   UMTS,-107,664.11,236.13,38.18182,231,127,277,290
        Lg,   GPro L9,MOV,       ,0,0,0,0,0,0,0,0
  Motorola,     XT919,AME,   GPRS,-124,24.74,19.14,19.078808,1247,652,1398,1038
  Motorola,     XT919,AME,   HSPA,-70,3247.76,2000.35,40.898876,207,5,245,256
  Motorola,      Defy,AME,   CDMA,-74,1192.83,423.66,28.129179,244,129,276,285
     Apple,6,AME,   HSPA,-92,2484.21,1531.21,14.778046,219,133,242,3
  Motorola,Lumia Icon,NXT,  HSPA+,-82,4741.59,3386.24,35.8899,174,101,185,5
     Apple,6,AME,   EDGE,-67,214.44,143.35,0,1323,653,1400,1040
  Motorola,      Defy,AME,   EDGE,-95,158.23,105.79,38.18182,1258,14,1398,1038
      Otro, Brigadier,AME,   EDGE,-84,187.59,127.72,3.015952,1397,1394,1401,7
      Otro,Lumia Icon,AME,   HSPA,-73,3251.04,2001.41,3.740056,217,6,243,250
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
    Lenovo,      S820,AME,   HSPA,-71,3247.11,2000.34,3.4123,172,8,243,252
     Apple,4,MOV,   EDGE,-64,216.2,147.21,1.506439,1257,7,1397,1041
  Motorola,    Moto M,AME,   UMTS,-96,844.37,304.15,15.529922,195,7,278,289
      Sony,        Z3,MOV,   GPRS,-79,62.41,53.66,34.335037,1119,9,1399,1039
  Motorola,    Moto M,AME,    LTE,-84,9102.67,6914.94,4.533355,117,6,156,156
      Otro,        N9,AME,  HSPA+,-103,3213.16,2297.33,38.18182,157,7,185,190
   Samsung,        S4,AME,   CDMA,-66,1194.56,421.95,35.959587,180,6,274,289
   Samsung,      Note,AME,   GPRS,-60,79.82,58.97,4.256213,1332,747,1401,8
     Apple,        5C,AME,   HSPA,-91,2534.53,1557.88,42.462872,196,14,245,248
  Motorola,    Moto M,AME,   UMTS,-62,1191.57,425.42,0,247,12,275,281
   Samsung,        S4,AME,  HSPA+,-100,3433.01,2454.07,6.165109,128,7,184,187
     Apple,        5C,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,  HSPA+,-135,888.42,634.16,2.837642,165,13,185,183
      Otro,Lumia Icon,AME,   UMTS,-73,1192.49,424.57,11.882289,208,8,275,284
      Otro,     OneM8,AME,    LTE,-132,2192.29,1664.79,24.065929,117,9,155,157
  Motorola,  Droid HD,AME,  HSPA+,-52,5251.32,3748.58,35.257187,165,14,185,182
        Lg,     Lucid,AME,   HSPA,-100,2124.37,1308.7,0.895133,209,130,244,6
      Sony,        T3,MOV,   UMTS,-79,1125.02,403.07,7.813502,218,7,275,288
      Sony,        Z1,AME,   CDMA,-51,1193.34,426.2,1.044058,218,8,274,289
  Motorola,        N9,NXT,   iDen,-121,14.21,4.58,38.18182,1502,7,1776,1324
    Lenovo,      S820,AME,   EDGE,-77,211.94,142.29,6.290111,1266,748,1399,6
  Motorola,    Moto M,MOV,       ,0,0,0,0,0,0,0,0
      Otro,        N9,IUS,   EDGE,-96,155.25,103.96,38.425285,1396,1394,1399,5
   Samsung,       Ace,AME,  HSPA+,-66,5247.62,3748.98,17.013805,130,8,185,188
     Apple,        5C,AME,   UMTS,-70,1188.05,424.65,27.875586,218,8,276,290
   Samsung,        S4,AME,   GPRS,-65,78.45,59.15,0,1055,9,1398,1040
      Sony,        Z1,MOV,   GPRS,-95,57.11,42.15,26.57671,1184,12,1398,1039
     Apple,4,AME,  HSPA+,-75,5251.58,3748.87,34.770348,174,101,184,8
   Samsung,        S4,AME,   EDGE,-127,59.72,41.48,17.818371,1129,9,1399,1040
   Samsung,      Note,MOV,   GPRS,-63,81.32,59.1,9.400663,1194,9,1399,1043
   Samsung,       Ace,AME,   EDGE,-86,183.62,122.58,17.374525,1267,748,1400,6
      Otro, Brigadier,MOV,   UMTS,-75,1189.72,425.07,9.495115,247,9,278,282
  Motorola, Brigadier,NXT,   iDen,-92,28.27,7.89,17.164064,1678,830,1775,1318
        Lg,   GPro L9,MOV,       ,0,0,0,0,0,0,0,0
        Lg,        G3,MOV,   EDGE,-81,200.3,131.87,34.574871,1174,650,1400,1044
     Apple,4,MOV,   EDGE,-132,45.57,30.6,38.18182,1248,650,1400,1044
     Apple,        5S,AME,   HSPA,-83,2887.57,1777.06,21.505318,209,130,245,4
  Motorola,  Droid HD,AME,  HSPA+,-64,5252.16,3752.51,7.428791,157,9,185,186
  Motorola,      Defy,IUS,   UMTS,-74,1192.82,422.78,34.61985,247,12,276,278
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,    LTE,-90,8238.84,6258.8,27.379961,139,83,155,8
    Lenovo,      S820,AME,   EDGE,-71,222.84,148.84,0,1055,9,1400,1039
    Huawei,      G730,MOV,   UMTS,-111,595.45,214.04,29.296103,221,10,277,285
  Motorola,  Droid HD,AME,   UMTS,-92,911.32,325.1,2.124174,235,9,275,285
  Motorola,    Moto M,MOV,   GPRS,-81,76.73,57.52,18.912195,1259,15,1400,1037
   Samsung,       Ace,AME,  HSPA+,-110,2704.07,1931.79,26.294718,173,98,183,6
   Samsung,       Ace,AME,   GPRS,-97,57.78,43.8,18.899254,1119,11,1399,1038
        Lg,   GPro L9,MOV,   HSPA,-104,1944.9,1197.79,8.89032,184,7,244,252
      Otro,Lumia Icon,MOV,   HSPA,-123,1089.51,670.6,32.712505,180,10,241,252
        Lg,     Lucid,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   CDMA,-66,1194.36,425.62,42.021027,248,11,277,287
   Samsung,        S3,AME,   HSPA,-94,2391.56,1474.91,33.168285,195,11,242,242
      Sony,        SP,IUS,   GPRS,-100,50.54,40.03,3.898618,1183,7,1400,1039
      Otro,Lumia Icon,MOV,   GPRS,-115,34.86,25.83,38.18182,1192,6,1398,1040
      Sony,        SP,IUS,   GPRS,-106,46.7,35.01,38.18182,1119,8,1399,1043
     Apple,4,MOV,  HSPA+,-82,4740.46,3386.79,13.485813,129,7,184,189
        Lg,   GPro L9,MOV,   GPRS,-63,78.18,56.94,42.363865,1248,653,1398,1038
   Samsung,        S4,AME,   GPRS,-106,46.66,33.81,4.99352,1322,653,1400,1037
      Sony,        SP,MOV,   UMTS,-71,1191.59,427.2,21.901546,233,11,276,281
  Motorola,      Defy,AME,    LTE,-130,2479.64,1883.36,11.946133,131,12,154,148
     Apple,4,MOV,   GPRS,-67,78.24,56.88,13.561877,1203,748,1398,6
      Sony,        T3,AME,   UMTS,-60,1190.17,422.5,28.277077,219,9,277,283
  Motorola,      Defy,AME,       ,0,0,0,0,0,0,0,0
      Otro,     OneM8,AME,   CDMA,-129,300.21,107.88,38.18182,231,130,275,285
     Apple,        5C,AME,   CDMA,-60,1190.27,424.67,30.815351,247,13,276,276
     Apple,        5S,MOV,   EDGE,-57,214.87,145.5,32.519089,1109,5,1400,1043
  Motorola,    Moto M,MOV,  HSPA+,-106,2997.42,2140.83,40.178139,166,98,184,7
   Samsung,       Ace,AME,   HSPA,-101,2079.54,1279.34,11.530816,230,129,244,7
  Motorola,      Defy,MOV,   HSPA,-84,2844.11,1751.28,35.984447,206,9,244,252
      Otro,        N9,IUS,   HSPA,-100,2125.97,1308.2,38.18182,196,11,243,241
   Samsung,        S4,AME,   EDGE,-74,217.19,145.29,20.861956,1193,10,1399,1040
    Huawei,      Y530,AME,   GPRS,-71,77,60.21,21.553288,980,9,1399,1040
    Lenovo,     A369i,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   UMTS,-107,663.75,237.6,31.794861,220,12,276,282
    Huawei,      G730,MOV,   EDGE,-110,112.02,72.55,8.346003,1322,655,1400,1038
     Apple,        5S,MOV,   GPRS,-134,14.48,10.82,38.18182,1129,11,1400,1037
      Otro,        N9,AME,   GPRS,-56,77.7,58.3,12.236921,1397,1395,1400,5
   Samsung,        S4,AME,   GPRS,-101,50.19,37.66,32.700073,1323,654,1401,1039
   Samsung,      Note,AME,  HSPA+,-60,5250.67,3749.03,34.004921,165,13,184,182
  Motorola,      Defy,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,  EV-DO,-90,946.14,337.87,14.347111,245,129,278,289
        Lg,   GPro L9,MOV,  HSPA+,-130,1251.22,893.64,34.63311,156,9,187,191
   Samsung,        S3,AME,   EDGE,-95,153.88,104.66,24.631744,1248,654,1401,1038
      Otro,        N9,AME,   GPRS,-68,84.54,57.41,40.974678,1193,7,1400,1043
   Samsung,        S3,AME,   UMTS,-65,1191.64,423.84,3.255109,261,147,277,6
  Motorola,  Droid HD,AME,   HSPA,-88,2668.66,1642.89,15.042055,197,11,245,244
      Otro, Brigadier,AME,   HSPA,-71,3248.08,1998.51,10.365793,184,6,244,256
      Otro, Brigadier,AME,   CDMA,-104,712.92,255.16,24.220158,207,7,276,291
        Lg,        G3,AME,    LTE,-103,6367.66,4835.52,6.743367,136,72,156,160
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
    Huawei,      G730,MOV,   UMTS,-133,234.91,84.12,29.070515,246,8,276,284
   Samsung,        S3,AME,   GPRS,-54,78.79,58.57,0,1248,653,1400,1039
   Samsung,        S3,AME,  EV-DO,-69,1193.42,425.53,10.590865,233,6,274,288
      Otro,     OneM8,AME,   HSPA,-90,2575.89,1585.25,10.247111,229,116,245,249
      Otro, Brigadier,AME,   HSPA,-134,595.63,365.71,38.18182,170,6,243,252
   Samsung,       Ace,AME,   GPRS,-88,64.28,48.68,38.18182,1193,10,1400,1036
      Otro, Brigadier,MOV,  EV-DO,-62,1196.39,427.41,25.950674,234,9,276,282
  Motorola,    Moto M,AME,   UMTS,-70,1193.86,424.28,41.654152,249,147,277,6
        Lg,     Lucid,MOV,   GPRS,-109,42.54,33.47,2.924563,1128,8,1399,1041
      Otro,        N9,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   GPRS,-119,31.79,23.8,12.029573,1194,12,1399,1037
      Otro,        N9,IUS,   EDGE,-81,198.73,132.36,39.008434,1396,1393,1400,4
     Apple,        5C,AME,   EDGE,-132,46,30.56,7.780925,1045,8,1399,1041
     Apple,4,NXT,   HSPA,-126,954.08,588.05,13.120795,206,10,245,257
    Huawei,      G730,MOV,   GPRS,-114,38.24,27.33,31.21081,1247,650,1399,1044
    Huawei,      Y530,MOV,   EDGE,-96,155.37,103.93,38.18182,1120,10,1400,1041
     Apple,6,MOV,   EDGE,-122,74.11,50.81,25.038998,1257,11,1399,1042
   Samsung,      Note,AME,    LTE,-86,8812.33,6697.92,38.18182,138,14,155,149
   Samsung,        S3,AME,   EDGE,-72,217.7,144.26,0.463923,1332,753,1400,3
     Apple,4,AME,    LTE,-78,9967.46,7570.97,19.346582,123,9,155,157
     Apple,        5C,AME,  EV-DO,-76,1175.66,417.01,40.960342,231,130,278,286
   Samsung,       Ace,AME,   UMTS,-81,1097.04,391.3,39.595943,261,147,276,5
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
